station,year,month,day,mean_airT,max_airT,min_airT,max_groundT,min_groundT,suny_min
BNF,2018,10,8,24.1125,30.5,20.6,40.7,21.7,282
BNF,2018,10,9,22.4125,27,19.1,28,19.7,36
BNF,2018,10,10,20.475,24,19.1,26.8,21.2,0
BNF,2018,10,11,20.6875,26,18.3,28.8,20.2,72
BNF,2018,10,12,21.5125,26.4,19.1,30,22.2,0
BNF,2018,10,13,22.9875,29,20,31.8,23.2,0
BNF,2018,10,14,24.1625,31.2,20.1,33.8,22.4,408
BNF,2018,10,15,23.9,28,20.5,32.3,23.3,330
BNF,2018,10,16,24.6125,31,20.2,33,23.7,288
BNF,2018,10,17,25.075,32.6,20.6,45.4,23,456
BNF,2018,10,18,23.8875,32.9,20.1,49.6,22.4,444
BNF,2018,10,19,23.6375,31.4,20.7,49.6,23.1,414
BNF,2018,10,20,23.5625,32,19.1,47.8,18.7,462
BNF,2018,10,21,24.05,31.2,20.6,47.8,19.3,348
BNF,2018,10,22,22.5375,26.8,21.9,35.3,21.3,78
BNF,2018,10,23,22.7375,25.5,21.3,31.6,21.1,0
BNF,2018,10,24,22.925,27.8,20.2,39.7,21.7,108
BNF,2018,10,25,23.475,30.6,20.6,47.9,20.3,216
BNF,2018,10,26,23.725,30.9,20.3,48.7,21.3,366
BNF,2018,10,27,24,30.9,20.3,49.7,21.2,426
BNF,2018,10,28,22.1,28.9,18.6,35.9,20.1,180
BNF,2018,10,29,23.4375,30.6,20.1,46.7,20.5,540
BNF,2018,10,30,22.95,31.6,19.1,50.3,19.7,288
BNF,2018,10,31,20.0125,26.5,17.1,37.5,19.2,186
BNF,2018,11,1,19.3375,26.8,15.1,43.6,18,342
BNF,2018,11,2,18.1,28.1,13.6,43.5,15.1,414
BNF,2018,11,3,18.525,28.8,13.6,43.6,14.3,390
BNF,2018,11,4,19.2375,29.1,14.1,43,15.8,372
BNF,2018,11,5,19.675,28.6,14.2,43.9,17.3,336
BNF,2018,11,6,19.8625,28.7,13.6,44.1,15.2,354
BNF,2018,11,7,20.4125,29.8,15.1,45.1,15.1,354
BNF,2018,11,8,20.3875,28.2,15.3,44.9,18.4,408
BNF,2018,11,9,20.225,27.2,15.7,45.8,17.7,378
BNF,2018,11,10,20.75,29,15.1,42.8,18.1,342
BNF,2018,11,11,21.8625,28.2,19.4,43.3,18.7,198
BNF,2018,11,12,22.4375,29.9,19.1,41.7,19,210
BNF,2018,11,13,21.625,29.9,18.7,39,18.7,0
BNF,2018,11,14,22.3,28.7,18.6,43.1,20.4,258
BNF,2018,11,15,21.5375,27,17.7,37.6,18.7,216
BNF,2018,11,16,23.0625,29.9,18.4,46,21.2,366
BNF,2018,11,17,23.1125,30.1,19.1,46.1,20.2,426
BNF,2018,11,18,23.175,30.3,19.1,45,19.7,348
BNF,2018,11,19,22.675,30.4,18.9,46.9,19.7,324
BNF,2018,11,20,21.9375,27.9,17.9,43.8,20.2,288
BNF,2018,11,21,20.45,27,16.1,42.2,19,240
BNF,2018,11,22,20.3375,27.7,16.1,42.4,18.1,354
BNF,2018,11,23,20.8,28.3,17.6,43.3,18,324
BNF,2018,11,24,20.6375,27.8,17.3,42.8,19,282
BNF,2018,11,25,20.3625,28.4,16.6,45,18.7,396
BNF,2018,11,26,18.8125,26.5,15.1,38.8,18.1,366
BNF,2018,11,27,17.6,24.9,14.3,38,14.6,288
BNF,2018,11,28,16.3875,26.2,12.1,37.2,13.7,264
BNF,2018,11,29,16.8375,24.9,13.1,36.4,14.2,270
BNF,2018,11,30,18.1625,26.1,13.6,38.9,15.2,252
BNF,2018,12,1,19.2,27.4,15.1,35,16.2,396
BNF,2018,12,2,18.5125,27.5,14.1,45,15.7,348
BNF,2018,12,3,19.675,29.1,14.1,44.8,15.2,414
BNF,2018,12,4,20.575,29.5,15.1,43.9,14.7,390
BNF,2018,12,5,20.1875,26.7,15.8,44.2,16.9,258
BNF,2018,12,6,19.85,27.8,15,41.2,16,0
BNF,2018,12,7,19.525,24.2,14.5,38.8,15.8,0
BNF,2018,12,8,21.125,27.4,14.2,44.8,15.3,84
BNF,2018,12,9,19.8375,26,14.5,37,15.7,216
BNF,2018,12,10,18.9125,22.2,15.1,26.7,15.7,30
BNF,2018,12,11,20.7125,26.9,17.6,36.2,16.2,210
BNF,2018,12,12,19.2875,20.7,18.1,24.4,19.2,0
BNF,2018,12,13,19.65,25,15,35.6,15.1,192
BNF,2018,12,14,17.725,18.8,14.9,23.5,15.2,0
BNF,2018,12,15,18.775,22.4,15.2,27.4,16.7,0
BNF,2018,12,16,19.025,23.9,14.8,31.4,15.3,96
BNF,2018,12,17,19.6625,27.1,15.1,37.8,15.4,258
BNF,2018,12,18,18.9625,23.5,14.5,31.2,15.2,54
BNF,2018,12,19,19.8375,26,14.9,37.6,15.2,102
BNF,2018,12,20,20.35,27.9,15.1,38.9,15.1,444
BNF,2018,12,21,18.775,25,15,40.8,15.5,276
BNF,2018,12,22,17.575,25.7,14.2,36.2,15,312
BNF,2018,12,23,16.225,21.5,13.1,35,14.2,222
BNF,2018,12,24,15.5875,24.3,12.6,34.5,14.4,234
BNF,2018,12,25,15.7125,24.9,12.1,35,14,288
BNF,2018,12,26,15.225,24.3,12.6,25.7,14.7,264
BNF,2018,12,27,15.6875,24.9,12.1,32.4,15.2,192
BNF,2018,12,28,15.9625,24.5,12.2,31.8,14.3,42
BNF,2018,12,29,16.5875,17.7,14.9,20.3,15,0
BNF,2018,12,30,17.525,20,15.1,27.1,15.6,0
BNF,2018,12,31,15.5375,17,13.6,21.2,14.3,42
