station,year,month,day,mean_airT,max_airT,min_airT,max_groundT,min_groundT,suny_min
BNF,2012,5,20,28.425,35.1,23.1,46.4,24.5,492
BNF,2012,5,21,27.5,33.7,23.2,56.4,24.6,252
BNF,2012,5,22,27.175,33.8,23.5,53.5,24.6,342
BNF,2012,5,23,28.075,35.6,22.5,58.1,23.2,336
BNF,2012,5,24,28.175,35.6,21.1,61.4,21.7,636
BNF,2012,5,25,28.575,35.6,24.1,63.5,25.2,432
BNF,2012,5,26,24.475,30.7,22.5,29.8,24,0
BNF,2012,5,27,26.175,32.2,23.2,56,24.2,330
BNF,2012,5,28,27.525,34.3,23.5,61.8,25.2,372
BNF,2012,5,29,27.1,33.7,23.5,47.4,24.5,432
BNF,2012,5,30,24.9,29,23.2,38.3,24.7,144
BNF,2012,5,31,25.025,29.1,22.6,38.6,23.7,114
BNF,2012,6,1,26.575,33.7,22.8,41,23.7,348
BNF,2012,6,2,25.85,32.6,22.1,41.1,22.6,204
BNF,2012,6,3,26.1,32.2,23,43.6,23.5,306
BNF,2012,6,4,26.625,33.7,23.5,44.1,24.5,390
BNF,2012,6,5,26.725,35.1,22.1,44.6,24,540
BNF,2012,6,6,27.65,35.1,22.6,43.6,24.3,522
BNF,2012,6,7,27.425,35.1,23.1,46.5,24.1,420
BNF,2012,6,8,26.35,34.1,23.6,45.1,24.6,396
BNF,2012,6,9,26.75,32.7,23.2,45.1,23.7,324
BNF,2012,6,10,27.275,32.7,23.9,45.5,24.7,264
BNF,2012,6,11,26.825,32.1,23.4,45.4,24.7,276
BNF,2012,6,12,26.725,32,24,52.6,24.9,126
BNF,2012,6,13,26.725,31.5,24.2,39.8,24.8,210
BNF,2012,6,14,26.675,31.7,23.2,37.9,24.2,78
BNF,2012,6,15,25.475,28.5,23.4,37.5,24.1,102
BNF,2012,6,16,25.775,32.2,22.6,39.6,23.1,282
BNF,2012,6,17,27.05,32.7,22.9,42.6,24.1,264
BNF,2012,6,18,27.175,33.7,22.6,42.6,23.3,378
BNF,2012,6,19,27.025,31.7,24.1,44.2,24.7,108
BNF,2012,6,20,26.275,31.7,23.6,41.6,24.5,210
BNF,2012,6,21,26.825,32.2,23.5,43.6,24.2,270
BNF,2012,6,22,27.075,31.7,23.6,47,24.1,60
BNF,2012,6,23,26.525,31.8,23.6,45.1,24.2,108
BNF,2012,6,24,25.525,30.4,22.8,39.7,24.3,54
BNF,2012,6,25,24.925,30,22.6,42.8,23.2,150
BNF,2012,6,26,25.45,30,23.1,40.1,24,0
BNF,2012,6,27,25.35,32.8,22.6,44.6,22.8,282
BNF,2012,6,28,26.65,32,23.6,48.2,24,240
BNF,2012,6,29,26.9,32.6,23.4,51,25,216
BNF,2012,6,30,27.5,33.8,22.6,59.8,24.6,330
BNF,2012,7,1,26.1,30.7,23.4,40.1,24.5,102
BNF,2012,7,2,25.575,31.7,22.5,41.5,23.7,168
BNF,2012,7,3,25.35,33.7,22.5,42.1,24.2,372
BNF,2012,7,4,25.225,33.5,22.1,42.9,22.1,318
BNF,2012,7,5,27.075,33.7,22.9,43.8,23.3,534
BNF,2012,7,6,27.8,33.8,23.4,42.9,24.1,516
BNF,2012,7,7,27.55,33.4,23.5,45.8,24,234
BNF,2012,7,8,26.3,30.7,23.4,45.5,23.7,96
BNF,2012,7,9,25,30.3,23.1,39.5,23.7,228
BNF,2012,7,10,27.175,33.6,23.1,42.2,23.9,468
BNF,2012,7,11,27.45,33.5,23.6,57,24.2,294
BNF,2012,7,12,27.675,33.5,23.1,63.4,24.2,426
BNF,2012,7,13,26.35,32.2,23.6,52.1,25,72
BNF,2012,7,14,24,26.2,23.5,30.6,23.2,0
BNF,2012,7,15,24.575,28.7,23.1,34.5,23.3,0
BNF,2012,7,16,25.15,30,23,37.1,23.5,90
BNF,2012,7,17,23.8,25.3,22.9,29.1,23.2,0
BNF,2012,7,18,23.35,24.6,22.1,29.2,22.6,0
BNF,2012,7,19,24.125,30.2,22.2,38.1,22.6,132
BNF,2012,7,20,25.3,30.9,22.5,39.5,23.2,324
BNF,2012,7,21,25.825,32.2,22.5,41,23.6,312
BNF,2012,7,22,25.45,30.7,23.1,38.1,23.7,126
BNF,2012,7,23,23.825,25.2,22.9,28.6,23.7,0
BNF,2012,7,24,24.9,32.2,22.6,39.6,23.1,390
BNF,2012,7,25,25.025,27.7,22.2,33.1,23.1,0
BNF,2012,7,26,23.125,23.6,22.1,26,23,0
BNF,2012,7,27,22.875,25.6,21.1,29.6,21.6,0
BNF,2012,7,28,23.075,24.6,21.6,27.9,22.6,0
BNF,2012,7,29,24.875,30.6,22.1,39.9,23,66
BNF,2012,7,30,25.375,30.7,22.8,39.2,23.3,180
BNF,2012,7,31,25.575,29.8,22.8,39.9,23.2,114
BNF,2012,8,1,25.15,30.7,22.9,40.1,23.7,72
BNF,2012,8,2,24.7,31,22.6,41,22.7,102
BNF,2012,8,3,24.3,29.7,22.6,39.7,22.8,300
BNF,2012,8,4,24.25,31.7,22.2,40.6,23.2,270
BNF,2012,8,5,26.725,32.7,22.6,43.1,23.7,474
BNF,2012,8,6,24.65,26,23.6,31.6,24.1,0
BNF,2012,8,7,24.475,32,22.1,40.1,22.7,102
BNF,2012,8,8,24.125,31.8,21.4,39.9,22.4,192
BNF,2012,8,9,25.825,34.2,22.5,43,22.7,390
BNF,2012,8,10,26.275,33.7,21.4,42.6,22.2,582
BNF,2012,8,11,26.75,34.2,22.1,43.9,22.7,594
BNF,2012,8,12,27.325,34.7,22.6,44.1,23.2,444
BNF,2012,8,13,27.125,32,23.4,46.2,23.7,312
BNF,2012,8,14,25.225,30.7,21.1,36.5,23.1,174
BNF,2012,8,15,24.45,29.3,23.4,34.6,24.2,180
BNF,2012,8,16,25.4,33,22.6,39.8,23.6,366
BNF,2012,8,17,26.125,33.1,22.5,40.7,23.8,414
BNF,2012,8,18,23.05,24.6,20.7,28.6,22.6,0
BNF,2012,8,19,24.125,27.5,21.8,33.6,22.5,0
BNF,2012,8,20,25.375,31.1,22.2,42.7,23.1,150
BNF,2012,8,21,26.325,32.1,22.5,42.6,23.6,444
BNF,2012,8,22,24.425,29.5,21.6,35.5,22.2,234
BNF,2012,8,23,25.1,31.4,21.5,40,22.6,210
BNF,2012,8,24,23.65,27.1,21.6,40,22.6,54
BNF,2012,8,25,25.025,31.6,21.6,40,22.3,282
BNF,2012,8,26,25.8,33,21.5,46.5,22,516
BNF,2012,8,27,25.875,32.3,21.7,48.5,22.6,282
BNF,2012,8,28,25.45,33.1,21.6,54.4,23.1,402
BNF,2012,8,29,26.675,33.6,22.2,59.3,24.6,438
BNF,2012,8,30,27,33.3,23,57,25.2,372
BNF,2012,8,31,25.35,32.7,22.6,53.5,24.4,270
BNF,2012,9,1,25.45,30.6,21.4,42,21.8,414
BNF,2012,9,2,26.225,32.2,23.3,48.9,25.5,288
BNF,2012,9,3,24.45,30.5,21.3,48.9,22.5,312
BNF,2012,9,4,25.025,30.8,21.5,40.7,22,510
BNF,2012,9,5,24.925,30.9,21,45.9,22.1,228
BNF,2012,9,6,23.975,29.2,21.2,40.6,22,30
BNF,2012,9,7,23.55,29,21,38.1,21.9,84
BNF,2012,9,8,25,31,21.1,39.1,23.2,198
BNF,2012,9,9,24.725,30.1,21.1,39.3,23.3,300
BNF,2012,9,10,26.05,32.6,21.2,40.6,23.7,312
BNF,2012,9,11,25.3,31.2,21.8,38.5,23.6,348
BNF,2012,9,12,24.65,30.6,21.2,38.5,23.1,300
BNF,2012,9,13,23.4,26.6,20.7,38.9,23.7,0
BNF,2012,9,14,20.475,22.5,19.5,27.5,20.1,0
BNF,2012,9,15,22.1,26.1,19.4,32.6,20.6,30
BNF,2012,9,16,23.7,30.6,19.5,39,21.6,492
BNF,2012,9,17,24.65,33,20.2,39,21.6,468
BNF,2012,9,18,25.75,33.5,20.5,40,22.1,504
BNF,2012,9,19,25.4,33.5,20.5,39.3,24.1,216
BNF,2012,9,20,24.825,32.6,20.5,39.3,23.1,312
BNF,2012,9,21,25,33,20.5,40.1,22.2,396
BNF,2012,9,22,26.35,33.3,22.5,42.4,23.1,480
BNF,2012,9,23,26.625,32.2,23,38.5,23.6,414
BNF,2012,9,24,25.775,31.6,22,39.5,22.7,378
BNF,2012,9,25,22.825,24.5,22,29,21.7,0
BNF,2012,9,26,24.475,31.6,20.6,39,20.7,396
BNF,2012,9,27,25.225,31.5,20.6,37,22.8,204
BNF,2012,9,28,25.2,32.2,20.7,38.3,22.1,216
BNF,2012,9,29,24.85,29.7,21,41.5,23.6,90
BNF,2012,9,30,23.425,26.5,21,30,22.1,0
BNF,2012,10,1,23.975,28.2,21,38,22.3,30
BNF,2012,10,2,23.25,29.4,19.7,35.6,20.6,162
BNF,2012,10,3,24.1,31.6,20,40,21.7,360
BNF,2012,10,4,24.525,32.1,20,40,23.6,474
BNF,2012,10,5,25.05,32,20.2,39.5,25.5,312
BNF,2012,10,6,24.075,28.1,20.1,37,23.9,60
BNF,2012,10,7,24.075,30.6,20.5,36,21.8,174
BNF,2012,10,8,23.25,30.5,19,38.5,20.5,330
BNF,2012,10,9,23.45,31.1,18.6,39.6,20.3,336
BNF,2012,10,10,23.7,30.8,19.8,47,20.8,462
BNF,2012,10,11,23.5,31.1,19.5,47.8,21.3,414
BNF,2012,10,12,22.5,28.4,19.5,37.5,21.8,108
BNF,2012,10,13,24.15,31.2,20.5,41.1,22.9,294
BNF,2012,10,14,24.575,30.6,20.5,47.7,23,222
BNF,2012,10,15,23.65,29,20.5,38,22.3,228
BNF,2012,10,16,24.75,31.4,20.5,49.5,23.3,330
BNF,2012,10,17,24.225,30.3,21.5,48.5,23,210
BNF,2012,10,18,23.275,29.6,20.5,48,22,390
BNF,2012,10,19,23.65,31.6,20,50.6,21.9,474
BNF,2012,10,20,23.4,31.5,20,49.5,21.3,420
BNF,2012,10,21,22.05,31.5,18.2,49,21.8,408
BNF,2012,10,22,21.025,31,16.5,51.3,18.3,528
BNF,2012,10,23,21.325,30.2,16.5,48,18.8,414
BNF,2012,10,24,22.5,31.2,16.5,49.4,20.8,414
BNF,2012,10,25,22.425,31.5,16.5,51,20.8,474
BNF,2012,10,26,21.95,31.6,16.5,50.6,19.3,468
BNF,2012,10,27,22.375,31.5,17.7,50.5,19.8,492
BNF,2012,10,28,22.475,31.5,17.7,49.5,19.3,414
BNF,2012,10,29,23.075,31.9,17.7,49.5,20.8,402
BNF,2012,10,30,23.05,31.5,17.9,49.2,20.3,378
BNF,2012,10,31,20.825,24.5,18,30,21.8,60
BNF,2012,11,1,19.95,25.5,16.6,30.6,18.3,156
BNF,2012,11,2,20.975,29,17,37.6,17.9,390
BNF,2012,11,3,21.9,29.6,18.9,39.1,18.8,504
BNF,2012,11,4,18.475,22.8,15.6,34.1,16.9,60
BNF,2012,11,5,21.25,28,17.6,37.5,17.9,288
BNF,2012,11,6,23.125,30.6,19.7,37.3,21.3,384
BNF,2012,11,7,23.475,30.6,20.1,39.1,21.6,336
BNF,2012,11,8,22.7,30.6,19.1,39.1,20.2,288
BNF,2012,11,9,21.35,25.9,18.6,33.2,19.9,120
BNF,2012,11,10,21.95,29.1,19.1,35.9,20.7,408
BNF,2012,11,11,20.95,29.1,17.6,35.2,20.2,372
BNF,2012,11,12,21.375,28.3,18.1,36.4,19.6,204
BNF,2012,11,13,23.3,29.4,20.1,40.9,20.7,312
BNF,2012,11,14,22.325,27.9,19.9,34.8,21.2,186
BNF,2012,11,15,22.85,27.7,20.2,34.8,21,114
BNF,2012,11,16,23.05,28.4,20.4,40.1,21.7,126
BNF,2012,11,17,21.25,23.6,19.8,29.4,21.7,0
BNF,2012,11,18,19.775,25.1,17.6,31,19.6,210
BNF,2012,11,19,20.55,26.6,17.4,32.4,19.7,72
BNF,2012,11,20,22.65,29.2,19.9,35.7,21.2,306
BNF,2012,11,21,23.325,30.5,20.3,39,21.1,402
BNF,2012,11,22,22.4,30.1,19.5,39.9,20.4,390
BNF,2012,11,23,21.325,28.7,18.9,36.7,20.3,288
BNF,2012,11,24,21.275,28.4,17.3,38.5,19.6,312
BNF,2012,11,25,23.025,29,19.9,35.7,20.6,228
BNF,2012,11,26,22.7,28.5,19.4,35.6,20.9,174
BNF,2012,11,27,22.1,28.6,18.9,35.1,20.3,258
BNF,2012,11,28,22.1,28.7,19.4,35.3,20.3,318
BNF,2012,11,29,20.95,24.9,17.5,36.9,19.4,186
BNF,2012,11,30,21,26.5,17.5,37.3,20.3,150
BNF,2012,12,1,22.15,27.7,20.5,33.9,23.9,246
BNF,2012,12,2,22.85,28.2,20.5,35.9,21.4,342
BNF,2012,12,3,20.975,28.1,17.9,34.9,19.8,450
BNF,2012,12,4,19.25,27,16.1,33.1,17.8,330
BNF,2012,12,5,19.125,26.8,16.1,38.5,19.6,432
BNF,2012,12,6,17.6,27,13.1,37,15.9,366
BNF,2012,12,7,19.45,26.3,15.6,41.5,17.3,360
BNF,2012,12,8,19.675,26.5,16.9,37.2,18.3,312
BNF,2012,12,9,19.2,25.8,16.6,38.4,18.7,234
BNF,2012,12,10,18.05,26.3,15.4,34.5,17.7,264
BNF,2012,12,11,17,24.9,15,33.5,17,282
BNF,2012,12,12,17.425,25.7,13.6,39.6,14.9,336
BNF,2012,12,13,18.1,25.2,15.7,34,17.5,246
BNF,2012,12,14,17.9,25.5,15.6,36,17.3,252
BNF,2012,12,15,18.55,26.5,15.8,38.5,17.8,402
BNF,2012,12,16,16,23.7,13.9,33.6,15.8,282
BNF,2012,12,17,14.8,23.5,12.2,31.3,14.1,288
BNF,2012,12,18,15.775,24.9,12.3,34.8,13.8,294
BNF,2012,12,19,17.4,26.5,12.3,35.6,15.8,336
BNF,2012,12,20,18.275,27.6,15.2,36,15.4,324
BNF,2012,12,21,17.175,25.5,14.5,32.9,16.3,276
BNF,2012,12,22,16.45,25,13.6,32.9,16.7,282
BNF,2012,12,23,17.375,26.4,13.1,37.4,15.7,348
BNF,2012,12,24,17.25,21.5,13.4,29.2,17.3,84
BNF,2012,12,25,18.6,26.1,14.8,39.6,16.3,342
BNF,2012,12,26,18.075,24.9,14.6,34.3,16.6,270
BNF,2012,12,27,17.85,27,14.3,31,15.2,330
BNF,2012,12,28,17.625,26,14,29.8,16.4,282
BNF,2012,12,29,18.175,27.2,14.6,30.8,16.3,312
BNF,2012,12,30,17.875,26.1,14.4,30.8,16.2,300
BNF,2012,12,31,15.55,16.1,14.3,18.5,15.7,0
BNF,2013,1,1,14.85,17.1,12.9,20,14,0
BNF,2013,1,2,17.425,24.6,13,30.5,15.7,216
BNF,2013,1,3,19.025,26,15.5,29.7,16.5,114
BNF,2013,1,4,19.375,27.9,16.4,32.5,17.3,288
BNF,2013,1,5,18.725,27.9,15,33.5,15.9,318
BNF,2013,1,6,17.975,25.5,14.5,32.6,16.1,210
BNF,2013,1,7,17.85,26.4,14.5,34.4,16.3,252
BNF,2013,1,8,17.8,27,14,36.3,15.3,252
BNF,2013,1,9,16.35,26,12,36,13.4,342
BNF,2013,1,10,17.45,27.1,12.2,40.1,14.1,396
BNF,2013,1,11,17.5,26,12.8,34.2,14.1,258
BNF,2013,1,12,17.475,24.6,14.4,30.7,15.3,324
BNF,2013,1,13,16.675,24.3,12.3,29.9,13.3,390
BNF,2013,1,14,17.025,24.9,12.6,30.7,14.9,264
BNF,2013,1,15,17.225,26.8,12.2,34.1,14.5,324
BNF,2013,1,16,17.775,26.1,13.1,36.4,14.3,306
BNF,2013,1,17,17.7,27.1,13.3,36.5,14.3,348
BNF,2013,1,18,18.575,26.9,13.2,41.2,14.1,372
BNF,2013,1,19,18.975,28.1,14.2,38.5,14.9,414
BNF,2013,1,20,18.275,27.2,13.6,37.8,14.5,306
BNF,2013,1,21,18.5,27.6,14.6,41,15.3,306
BNF,2013,1,22,18.5,27.8,14.2,40,14.6,324
BNF,2013,1,23,18.3,26.3,14.1,38.2,14.7,192
BNF,2013,1,24,18.425,28.5,14.5,43,14.9,354
BNF,2013,1,25,17.675,29.2,12.5,39,12.9,390
BNF,2013,1,26,17.15,28,11,40,11.5,402
BNF,2013,1,27,17.25,27.5,11,40.5,13.8,396
BNF,2013,1,28,18.25,27,12.5,41.5,12.7,318
BNF,2013,1,29,17.975,25.1,12.2,43.7,13.3,288
BNF,2013,1,30,17.9,24.3,15.5,30.8,16.2,54
BNF,2013,1,31,18.475,27.1,15.4,33.5,16.3,522
BNF,2013,2,1,17,27.8,11.1,32.5,11.6,444
BNF,2013,2,2,16.275,25.1,11.6,31.5,12.1,210
BNF,2013,2,3,18.4,27,14,33.3,15.1,366
BNF,2013,2,4,19.1,28.2,13.7,34,13.9,324
BNF,2013,2,5,17.925,28.7,13.4,37.4,13.9,348
BNF,2013,2,6,17.975,29.8,12.2,40.5,12.4,390
BNF,2013,2,7,18.65,31.7,12.2,46.3,12.4,408
BNF,2013,2,8,18.9,31.5,11.8,48.6,12.1,468
BNF,2013,2,9,19.35,31.4,12,48.9,12.4,468
BNF,2013,2,10,20.7,30.3,13.7,45.1,14.1,366
BNF,2013,2,11,22.3,31.8,16.6,49.5,16.5,414
BNF,2013,2,12,21.725,32,15.3,48.9,15.3,432
BNF,2013,2,13,22.675,31.6,15.6,50,16.3,354
BNF,2013,2,14,21.525,31,17.2,49.5,16.4,366
BNF,2013,2,15,21.075,32.1,15.8,36.5,17,432
BNF,2013,2,16,23.475,33.5,16.5,40,16.9,420
BNF,2013,2,17,23.125,33,17.4,42,17.3,432
BNF,2013,2,18,21.775,30.6,17.5,33.4,17.8,174
BNF,2013,2,19,21.85,31.8,15.9,37.5,15.9,462
BNF,2013,2,20,21.925,32.5,14.2,45.4,14.4,462
BNF,2013,2,21,22.175,30.9,16.5,48.6,15,234
BNF,2013,2,22,21.8,28.7,17.1,33.5,17.3,222
BNF,2013,2,23,21.475,27,18.1,42.4,18.6,198
BNF,2013,2,24,21.45,30.7,14.8,41.4,15.4,504
BNF,2013,2,25,22.375,31.5,16.3,45.1,16.7,342
BNF,2013,2,26,22.8,33,16.6,48,16.8,402
BNF,2013,2,27,20.8,33.3,13.1,47.5,13.3,456
BNF,2013,2,28,20.75,34,12.5,49.2,12.4,444
BNF,2013,3,1,20.05,33.2,11.4,47.9,10.9,462
BNF,2013,3,2,20.55,31.8,12.5,44.8,11.9,432
BNF,2013,3,3,20.75,26.6,16.1,37,15.9,72
BNF,2013,3,4,20.225,24.4,18,29.2,18.5,84
BNF,2013,3,5,18.95,26.2,14.6,32.5,16.5,198
BNF,2013,3,6,21.35,29.9,16.4,36,17.5,420
BNF,2013,3,7,22.15,30.4,16.4,36.4,17.3,420
BNF,2013,3,8,18.95,30.4,16.7,36.4,18.2,120
BNF,2013,3,9,20.9,29.4,16.8,35.3,18.1,420
BNF,2013,3,10,21.575,31.2,16.5,35.6,17.9,366
BNF,2013,3,11,20.75,31.5,14,35.6,15.4,408
BNF,2013,3,12,20.6,38,12.9,36,14,360
BNF,2013,3,13,20.975,31.3,13.9,41,15.1,450
BNF,2013,3,14,20.425,31.4,12.9,49,14.9,438
BNF,2013,3,15,21.4,31.3,14.8,38.5,15.8,426
BNF,2013,3,16,22.975,33.4,16.2,45.3,17,426
BNF,2013,3,17,23.35,33.7,16.4,43.4,17.2,384
BNF,2013,3,18,21.875,32.9,13.9,41.3,14.9,468
BNF,2013,3,19,22.1,33.8,14.3,46.4,16,348
BNF,2013,3,20,20.95,33,13,51.5,18,516
BNF,2013,3,21,19.375,32.2,11.5,45,14.9,432
BNF,2013,3,22,19.4,30,11.5,40.6,16.1,300
BNF,2013,3,23,20.675,31.7,14.1,43.7,16.1,354
BNF,2013,3,24,21.85,31.9,13.3,53,15.7,498
BNF,2013,3,25,22.35,32.4,13,50,15.5,474
BNF,2013,3,26,21.7,31.4,13.1,49.2,15.4,504
BNF,2013,3,27,21.925,31.3,15.3,50.3,15.3,402
BNF,2013,3,28,23.4,33,16.8,49.6,19.3,438
BNF,2013,3,29,23.325,28.7,15.9,48.6,17.4,504
BNF,2013,3,30,22.325,29.9,16,46.3,19.3,294
BNF,2013,3,31,21.9,30.8,17.1,36.3,19.7,354
BNF,2013,4,1,23.25,32.2,17,38.6,18.3,414
BNF,2013,4,2,23,32.3,16.6,40.5,18.2,414
BNF,2013,4,3,24.25,34.2,18.8,44.8,20,384
BNF,2013,4,4,22.775,35.1,14.5,48.1,16.2,414
BNF,2013,4,5,24.35,35.2,15.8,50.8,17.4,498
BNF,2013,4,6,23.225,33.4,15.7,49.9,16.1,432
BNF,2013,4,7,22.925,33.8,15.8,47.9,17.2,456
BNF,2013,4,8,22.125,34.5,14.2,49.6,17.2,450
BNF,2013,4,9,22.6,33.7,15,47.1,16.3,462
BNF,2013,4,10,24.525,33.8,18.3,45.1,19.3,222
BNF,2013,4,11,24.025,31.5,17.5,40.1,19.3,180
BNF,2013,4,12,25.875,33.5,18.6,46.5,21,318
BNF,2013,4,13,24.05,30.6,18.2,36.7,20.2,216
BNF,2013,4,14,22.45,32,18.2,42.6,18.8,360
BNF,2013,4,15,22.35,32.2,17.8,38.2,19.9,210
BNF,2013,4,16,22.6,32.1,17.5,37.6,17.9,162
BNF,2013,4,17,22.6,31.6,17,39.4,19.4,330
BNF,2013,4,18,23.95,33.6,17.4,39.7,19.6,444
BNF,2013,4,19,24.625,34.9,16.8,39.3,18.8,456
BNF,2013,4,20,24.475,35.9,16.4,45.4,17.9,462
BNF,2013,4,21,23.825,34.3,16.2,41.8,18.2,456
BNF,2013,4,22,26.125,33.2,21,43.4,21.9,336
BNF,2013,4,23,26.175,33.5,19.9,47.4,20.9,444
BNF,2013,4,24,26.475,34.6,20,49.5,20.9,516
BNF,2013,4,25,25.625,35.4,20,50.8,21.2,546
BNF,2013,4,26,24.925,32.9,19.4,48.9,20.8,426
BNF,2013,4,27,26.75,34.9,19.7,50.5,21.6,516
BNF,2013,4,28,24.675,34.2,20.1,40.4,22.6,336
BNF,2013,4,29,24.05,33.2,19,40.5,20.8,0
BNF,2013,4,30,26.625,34.9,20.5,41.5,22.3,510
BNF,2013,5,1,24.1,31.6,18.8,37.6,20.9,354
BNF,2013,5,2,22.575,31.3,18.2,40.2,20,276
BNF,2013,5,3,23.125,32.5,18.5,40.1,21.4,480
BNF,2013,5,4,22.25,31.6,17.9,40.5,20.4,504
BNF,2013,5,5,22.7,30.1,18.6,40,20.8,396
BNF,2013,5,6,24.175,30.9,19.9,40.8,21.9,324
BNF,2013,5,7,23.05,31.4,17.9,40.9,20.4,348
BNF,2013,5,8,23.8,33.1,18.5,42.2,20.6,468
BNF,2013,5,9,25,33.2,19.5,42.3,21.1,498
BNF,2013,5,10,24.375,33.5,19,43.3,21.1,330
BNF,2013,5,11,24.775,33.9,19.9,44,21.8,396
BNF,2013,5,12,24.625,33.4,19.4,44.4,21.4,408
BNF,2013,5,13,26.625,34.8,20.1,46.5,22.1,624
BNF,2013,5,14,25.85,33.7,21.1,42.3,23.2,282
BNF,2013,5,15,26.05,33.8,20.6,41.9,24.3,372
BNF,2013,5,16,27.95,35.9,22.4,42.6,24.4,498
BNF,2013,5,17,28.425,35.5,22.5,47.4,24.4,570
BNF,2013,5,18,28.1,35.5,22,53.5,23.8,480
BNF,2013,5,19,27.025,35.2,21.1,59.9,22.1,378
BNF,2013,5,20,27.1,34,21.4,61.9,23.2,618
BNF,2013,5,21,27.35,35.1,20.5,61.8,22.7,576
BNF,2013,5,22,28.025,35.6,21.5,62,23.5,588
BNF,2013,5,23,26.275,32.9,22.6,55.2,25.3,336
BNF,2013,5,24,25,30.1,22.2,42.4,24.4,294
BNF,2013,5,25,25.9,31.7,22.1,40.6,24.4,276
BNF,2013,5,26,26.35,31.5,22.5,41.3,24.4,234
BNF,2013,5,27,26,31.6,23.3,40.5,25.4,204
BNF,2013,5,28,25.85,33.6,21.5,43.1,23.8,342
BNF,2013,5,29,26.375,33.6,22,43.2,24.4,354
BNF,2013,5,30,25.525,31.8,22.1,41.6,24.2,150
BNF,2013,5,31,22.95,29.9,21.8,41.8,23.5,120
BNF,2013,6,1,23.35,30.3,21.6,40.4,23.3,204
BNF,2013,6,2,25.2,32.6,21.4,41.7,23.6,228
BNF,2013,6,3,25.625,33.5,21.3,42.2,23,390
BNF,2013,6,4,26.05,32.4,22.4,41.1,24.5,294
BNF,2013,6,5,24.75,30.2,22.4,42.2,24.6,228
BNF,2013,6,6,25.775,32,22.5,42.2,23.4,240
BNF,2013,6,7,25.225,31.4,21.9,42.4,24.4,204
BNF,2013,6,8,25.925,33.9,21.6,42.8,24.4,456
BNF,2013,6,9,26.55,34.5,21.7,43.6,24.7,468
BNF,2013,6,10,23,28.4,20.8,33.6,23.9,48
BNF,2013,6,11,22.6,28.3,19.1,35,20.8,42
BNF,2013,6,12,23.95,32.9,17.9,40.7,20.7,546
BNF,2013,6,13,23.875,33.8,15.8,40.9,19.3,606
BNF,2013,6,14,24.65,35.2,16.8,44.1,19.8,558
BNF,2013,6,15,25.025,36.7,16.6,50.2,19.8,600
BNF,2013,6,16,25.975,36.9,17.1,52,19.8,648
BNF,2013,6,17,27.55,36.5,20.4,53.8,22.7,468
BNF,2013,6,18,28.4,35.7,21.5,56.4,23.9,408
BNF,2013,6,19,28.125,34.9,22.1,51.7,24.3,456
BNF,2013,6,20,25.975,34.1,22.9,55.3,25.1,234
BNF,2013,6,21,27.625,33.8,22.5,57.8,24,432
BNF,2013,6,22,27.45,35.4,22.1,57.8,24.6,444
BNF,2013,6,23,27.65,35.3,22.3,42.4,24.8,360
BNF,2013,6,24,24.35,27.5,22.4,31.6,25.4,0
BNF,2013,6,25,25.15,32.1,22,38.6,23.4,102
BNF,2013,6,26,26.225,32.2,21.7,39.4,24.1,240
BNF,2013,6,27,26.7,31.5,23.1,38.7,25.4,90
BNF,2013,6,28,24.325,29.8,23.2,37.7,25.1,72
BNF,2013,6,29,25.95,31.7,22.3,40.1,23.4,300
BNF,2013,6,30,26.525,31.7,22.9,41.7,25.2,276
BNF,2013,7,1,26.75,31.5,22.8,42,25.4,360
BNF,2013,7,2,26.875,31.4,23.3,38.7,25.5,210
BNF,2013,7,3,25.475,27.5,23.5,31.6,25.4,0
BNF,2013,7,4,25.775,30.9,22.4,41.8,24.8,276
BNF,2013,7,5,26.575,33.2,22.6,42,24.9,372
BNF,2013,7,6,26.45,32,21.9,40.3,24.4,390
BNF,2013,7,7,25.45,31.6,22.5,41.5,24.9,258
BNF,2013,7,8,25.125,31.8,21.5,41,23.9,168
BNF,2013,7,9,24.225,29.7,22.4,39.1,24.9,144
BNF,2013,7,10,24.05,26.6,21.5,31.9,23.7,0
BNF,2013,7,11,23.225,28.2,22.4,35,24.9,42
BNF,2013,7,12,23.675,29.4,22,36.5,23.1,150
BNF,2013,7,13,26.025,32.4,22.3,41.3,24.5,396
BNF,2013,7,14,25.275,32.5,22.5,41.7,24.9,438
BNF,2013,7,15,25.85,32.5,22.4,41.3,24.4,210
BNF,2013,7,16,25.075,30.8,22.6,40.5,26,0
BNF,2013,7,17,24.85,28.8,22,38,24.7,0
BNF,2013,7,18,25.55,30,22,36,24.4,24
BNF,2013,7,19,24.7,28.6,22,34.5,25,36
BNF,2013,7,20,24.925,31.8,22.4,41.1,24.6,246
BNF,2013,7,21,26.225,31.9,22,43.3,23.4,462
BNF,2013,7,22,24.95,28.3,22.4,43.3,25.2,12
BNF,2013,7,23,25.3,30.4,22.3,37.5,24.4,294
BNF,2013,7,24,25.85,32.7,21.4,43.5,24.2,474
BNF,2013,7,25,26.4,33.4,21.5,45.1,24.2,384
BNF,2013,7,26,25.7,30.3,22.4,43.6,22.3,216
BNF,2013,7,27,26.15,31.8,22.8,42.8,25.2,222
BNF,2013,7,28,24.7,31.8,22.2,42.8,24.5,0
BNF,2013,7,29,25.475,31.1,22.5,41.5,24.4,252
